	distance	matchingHashes	pvalues	reference	sample
10156	2.38274e-05	999/1000	0	SC1392	SC1435
10157	0.00357808	865/1000	0	SC1392	AU7263
10158	0.00328537	875/1000	0	SC1392	AU7574
10159	0.00322742	877/1000	0	SC1392	AU7575
10160	0.00348975	868/1000	0	SC1392	AU7576
10161	0.00325637	876/1000	0	SC1392	AU7577
10162	0.00141786	943/1000	0	SC1392	AU8675
10163	0.00319852	878/1000	0	SC1392	AU8821
10164	0.00354859	866/1000	0	SC1392	AU9400
10165	0.00354859	866/1000	0	SC1392	AU9817
10166	0.00486359	823/1000	0	SC1392	HI2555
10167	0.00408721	848/1000	0	SC1392	HI2629
10168	0.0211548	472/1000	0	SC1392	HI3282
10169	0.00846101	720/1000	0	SC1392	HI3283
10170	0.00154832	938/1000	0	SC1392	HI3284
10171	0.0146626	581/1000	0	SC1392	HI3285
10172	0.00712406	756/1000	0	SC1392	HI3286
10173	0.0037263	860/1000	0	SC1392	HI3287
10174	0.00314086	880/1000	0	SC1392	HI3288
10175	0.00146992	941/1000	0	SC1392	HI3289
10176	0.00408721	848/1000	0	SC1392	AU11243
10177	0.00123693	950/1000	0	SC1392	AU1746
10178	0.000483446	980/1000	0	SC1392	AU36973
10179	0.00442466	837/1000	0	SC1392	AU6936
10180	0.00378594	858/1000	0	SC1392	HI3290
10181	0.00115999	953/1000	0	SC1392	AU1141
10182	0.00115999	953/1000	0	SC1392	AU1142
10183	0.00121124	951/1000	0	SC1392	AU1143
10184	0.00357808	865/1000	0	SC1392	AU11478
10185	0.00483188	824/1000	0	SC1392	AU11643
10186	0.00134007	946/1000	0	SC1392	AU12824
10187	0.00430121	841/1000	0	SC1392	AU1317
10188	0.00357808	865/1000	0	SC1392	AU13363
10189	0.00354859	866/1000	0	SC1392	AU13364
10190	0.000557238	977/1000	0	SC1392	AU14286
10191	0.00058191	976/1000	0	SC1392	AU15033
10192	0.00655869	772/1000	0	SC1392	AU15182
10193	0.00399629	851/1000	0	SC1392	AU1541
10194	0.00131423	947/1000	0	SC1392	AU15410
10195	0.00354859	866/1000	0	SC1392	AU15487
10196	0.00351914	867/1000	0	SC1392	AU15488
10197	0.00354859	866/1000	0	SC1392	AU1581
10198	0.00580821	794/1000	0	SC1392	AU17012
10199	2.38274e-05	999/1000	0	SC1392	AU1054
10200	0.00141786	943/1000	0	SC1392	HI2424
10201	0.00115999	953/1000	0	SC1400	SC1402
10202	0.0117564	641/1000	0	SC1400	SC1407
10203	9.55247e-05	996/1000	0	SC1400	SC1419
10204	4.76906e-05	998/1000	0	SC1400	SC1420
10205	9.55247e-05	996/1000	0	SC1400	SC1421
10206	4.76906e-05	998/1000	0	SC1400	SC1435
10207	0.00357808	865/1000	0	SC1400	AU7263
10208	0.00328537	875/1000	0	SC1400	AU7574
10209	0.00322742	877/1000	0	SC1400	AU7575
10210	0.00348975	868/1000	0	SC1400	AU7576
10211	0.00325637	876/1000	0	SC1400	AU7577
10212	0.00139189	944/1000	0	SC1400	AU8675
10213	0.00319852	878/1000	0	SC1400	AU8821
10214	0.00357808	865/1000	0	SC1400	AU9400
10215	0.00357808	865/1000	0	SC1400	AU9817
10216	0.00486359	823/1000	0	SC1400	HI2555
10217	0.00402654	850/1000	0	SC1400	HI2629
10218	0.0211548	472/1000	0	SC1400	HI3282
10219	0.00842259	721/1000	0	SC1400	HI3283
10220	0.00157453	937/1000	0	SC1400	HI3284
10221	0.0146108	582/1000	0	SC1400	HI3285
10222	0.00705245	758/1000	0	SC1400	HI3286
10223	0.0037263	860/1000	0	SC1400	HI3287
10224	0.00314086	880/1000	0	SC1400	HI3288
10225	0.00149601	940/1000	0	SC1400	HI3289
10226	0.00408721	848/1000	0	SC1400	AU11243
10227	0.00121124	951/1000	0	SC1400	AU1746
10228	0.000508006	979/1000	0	SC1400	AU36973
10229	0.00436283	839/1000	0	SC1400	AU6936
10230	0.00378594	858/1000	0	SC1400	HI3290
10231	0.0011856	952/1000	0	SC1400	AU1141
10232	0.0011856	952/1000	0	SC1400	AU1142
10233	0.00123693	950/1000	0	SC1400	AU1143
10234	0.00357808	865/1000	0	SC1400	AU11478
10235	0.00483188	824/1000	0	SC1400	AU11643
10236	0.00136596	945/1000	0	SC1400	AU12824
10237	0.00430121	841/1000	0	SC1400	AU1317
10238	0.00357808	865/1000	0	SC1400	AU13363
10239	0.00357808	865/1000	0	SC1400	AU13364
10240	0.000532603	978/1000	0	SC1400	AU14286
10241	0.000557238	977/1000	0	SC1400	AU15033
10242	0.00652391	773/1000	0	SC1400	AU15182
10243	0.00393593	853/1000	0	SC1400	AU1541
10244	0.00134007	946/1000	0	SC1400	AU15410
10245	0.00357808	865/1000	0	SC1400	AU15487
10246	0.00354859	866/1000	0	SC1400	AU15488
10247	0.00354859	866/1000	0	SC1400	AU1581
10248	0.00574147	796/1000	0	SC1400	AU17012
10249	4.76906e-05	998/1000	0	SC1400	AU1054
10250	0.00144387	942/1000	0	SC1400	HI2424
10251	0.0132573	609/1000	0	SC1402	SC1407
10252	0.00121124	951/1000	0	SC1402	SC1419
10253	0.00115999	953/1000	0	SC1402	SC1420
10254	0.00115999	953/1000	0	SC1402	SC1421
10255	0.0011089	955/1000	0	SC1402	SC1435
10256	0.00464278	830/1000	0	SC1402	AU7263
10257	0.00433199	840/1000	0	SC1402	AU7574
10258	0.00427048	842/1000	0	SC1402	AU7575
10259	0.00454897	833/1000	0	SC1402	AU7576
10260	0.00430121	841/1000	0	SC1402	AU7577
10261	0.000312573	987/1000	0	SC1402	AU8675
10262	0.0042398	843/1000	0	SC1402	AU8821
10263	0.00461146	831/1000	0	SC1402	AU9400
10264	0.00458019	832/1000	0	SC1402	AU9817
10265	0.00600989	788/1000	0	SC1402	HI2555
10266	0.00518381	813/1000	0	SC1402	HI2629
10267	0.0221335	458/1000	0	SC1402	HI3282
10268	0.00964976	690/1000	0	SC1402	HI3283
10269	0.00251903	902/1000	0	SC1402	HI3284
10270	0.0154542	566/1000	0	SC1402	HI3285
10271	0.00748619	746/1000	0	SC1402	HI3286
10272	0.00480022	825/1000	0	SC1402	HI3287
10273	0.00417861	845/1000	0	SC1402	HI3288
10274	0.00243596	905/1000	0	SC1402	HI3289
10275	0.00518381	813/1000	0	SC1402	AU11243
10276	0.000143503	994/1000	0	SC1402	AU1746
10277	0.000931334	962/1000	0	SC1402	AU36973
10278	0.0055427	802/1000	0	SC1402	AU6936
10279	0.00486359	823/1000	0	SC1402	HI3290
10280	7.15897e-05	997/1000	0	SC1402	AU1141
10281	7.15897e-05	997/1000	0	SC1402	AU1142
10282	0.000119496	995/1000	0	SC1402	AU1143
10283	0.00461146	831/1000	0	SC1402	AU11478
10284	0.00594242	790/1000	0	SC1402	AU11643
10285	0.000239895	990/1000	0	SC1402	AU12824
10286	0.00541137	806/1000	0	SC1402	AU1317
10287	0.00461146	831/1000	0	SC1402	AU13363
10288	0.00461146	831/1000	0	SC1402	AU13364
10289	0.0010072	959/1000	0	SC1402	AU14286
10290	0.00103256	958/1000	0	SC1402	AU15033
10291	0.00774383	739/1000	0	SC1402	AU15182
10292	0.00505504	817/1000	0	SC1402	AU1541
10293	0.000215742	991/1000	0	SC1402	AU15410
10294	0.00458019	832/1000	0	SC1402	AU15487
10295	0.00454897	833/1000	0	SC1402	AU15488
10296	0.00458019	832/1000	0	SC1402	AU1581
10297	0.00607761	786/1000	0	SC1402	AU17012
10298	0.0011089	955/1000	0	SC1402	AU1054
10299	0.0023533	908/1000	0	SC1402	HI2424
10300	0.0118471	639/1000	0	SC1407	SC1419
10301	0.0117564	641/1000	0	SC1407	SC1420
10302	0.0118471	639/1000	0	SC1407	SC1421
10303	0.0117564	641/1000	0	SC1407	SC1435
10304	0.0144562	585/1000	0	SC1407	AU7263
10305	0.0142518	589/1000	0	SC1407	AU7574
10306	0.0142009	590/1000	0	SC1407	AU7575
10307	0.0145592	583/1000	0	SC1407	AU7576
10308	0.0142518	589/1000	0	SC1407	AU7577
10309	0.0133059	608/1000	0	SC1407	AU8675
10310	0.0142009	590/1000	0	SC1407	AU8821
10311	0.0145076	584/1000	0	SC1407	AU9400
10312	0.0143537	587/1000	0	SC1407	AU9817
10313	0.0158335	559/1000	0	SC1407	HI2555
10314	0.0150285	574/1000	0	SC1407	HI2629
10315	0.0315792	347/1000	0	SC1407	HI3282
10316	0.0197565	493/1000	0	SC1407	HI3283
10317	0.0126347	622/1000	0	SC1407	HI3284
10318	0.0260597	407/1000	0	SC1407	HI3285
10319	0.0184352	514/1000	0	SC1407	HI3286
10320	0.0146626	581/1000	0	SC1407	HI3287
10321	0.0140996	592/1000	0	SC1407	HI3288
10322	0.0125875	623/1000	0	SC1407	HI3289
10323	0.0148187	578/1000	0	SC1407	AU11243
10324	0.0132573	609/1000	0	SC1407	AU1746
10325	0.0123068	629/1000	0	SC1407	AU36973
10326	0.0151342	572/1000	0	SC1407	AU6936
10327	0.0150813	573/1000	0	SC1407	HI3290
10328	0.0132087	610/1000	0	SC1407	AU1141
10329	0.0132573	609/1000	0	SC1407	AU1142
10330	0.0132573	609/1000	0	SC1407	AU1143
10331	0.0145592	583/1000	0	SC1407	AU11478
10332	0.0155619	564/1000	0	SC1407	AU11643
10333	0.0133059	608/1000	0	SC1407	AU12824
10334	0.0150813	573/1000	0	SC1407	AU1317
10335	0.0145076	584/1000	0	SC1407	AU13363
10336	0.0145076	584/1000	0	SC1407	AU13364
10337	0.0123068	629/1000	0	SC1407	AU14286
10338	0.0123533	628/1000	0	SC1407	AU15033
10339	0.0178312	524/1000	0	SC1407	AU15182
10340	0.0148187	578/1000	0	SC1407	AU1541
10341	0.0133059	608/1000	0	SC1407	AU15410
10342	0.0144562	585/1000	0	SC1407	AU15487
10343	0.0145076	584/1000	0	SC1407	AU15488
10344	0.0144562	585/1000	0	SC1407	AU1581
10345	0.0166117	545/1000	0	SC1407	AU17012
10346	0.0117564	641/1000	0	SC1407	AU1054
10347	0.0125875	623/1000	0	SC1407	HI2424
10348	9.55247e-05	996/1000	0	SC1419	SC1420
10349	0.000143503	994/1000	0	SC1419	SC1421
10350	9.55247e-05	996/1000	0	SC1419	SC1435
10351	0.00363721	863/1000	0	SC1419	AU7263
10352	0.00334352	873/1000	0	SC1419	AU7574
10353	0.00328537	875/1000	0	SC1419	AU7575
10354	0.00354859	866/1000	0	SC1419	AU7576
10355	0.00331442	874/1000	0	SC1419	AU7577
10356	0.00144387	942/1000	0	SC1419	AU8675
10357	0.00325637	876/1000	0	SC1419	AU8821
10358	0.00360762	864/1000	0	SC1419	AU9400
10359	0.00360762	864/1000	0	SC1419	AU9817
10360	0.00489536	822/1000	0	SC1419	HI2555
10361	0.00411762	847/1000	0	SC1419	HI2629
10362	0.0212923	470/1000	0	SC1419	HI3282
10363	0.0084995	719/1000	0	SC1419	HI3283
10364	0.00162709	935/1000	0	SC1419	HI3284
10365	0.0146108	582/1000	0	SC1419	HI3285
10366	0.00715996	755/1000	0	SC1419	HI3286
10367	0.00378594	858/1000	0	SC1419	HI3287
10368	0.00319852	878/1000	0	SC1419	HI3288
10369	0.00154832	938/1000	0	SC1419	HI3289
10370	0.00411762	847/1000	0	SC1419	AU11243
10371	0.00126265	949/1000	0	SC1419	AU1746
10372	0.000557238	977/1000	0	SC1419	AU36973
10373	0.00445566	836/1000	0	SC1419	AU6936
10374	0.00384578	856/1000	0	SC1419	HI3290
10375	0.00123693	950/1000	0	SC1419	AU1141
10376	0.00123693	950/1000	0	SC1419	AU1142
10377	0.00128842	948/1000	0	SC1419	AU1143
10378	0.00363721	863/1000	0	SC1419	AU11478
10379	0.00486359	823/1000	0	SC1419	AU11643
10380	0.00141786	943/1000	0	SC1419	AU12824
10381	0.00433199	840/1000	0	SC1419	AU1317
10382	0.00363721	863/1000	0	SC1419	AU13363
10383	0.00360762	864/1000	0	SC1419	AU13364
10384	0.00058191	976/1000	0	SC1419	AU14286
10385	0.00060662	975/1000	0	SC1419	AU15033
10386	0.00659353	771/1000	0	SC1419	AU15182
10387	0.00405685	849/1000	0	SC1419	AU1541
10388	0.00139189	944/1000	0	SC1419	AU15410
10389	0.00360762	864/1000	0	SC1419	AU15487
10390	0.00357808	865/1000	0	SC1419	AU15488
10391	0.00360762	864/1000	0	SC1419	AU1581
10392	0.00577481	795/1000	0	SC1419	AU17012
10393	9.55247e-05	996/1000	0	SC1419	AU1054
10394	0.00149601	940/1000	0	SC1419	HI2424
10395	9.55247e-05	996/1000	0	SC1420	SC1421
10396	4.76906e-05	998/1000	0	SC1420	SC1435
10397	0.00354859	866/1000	0	SC1420	AU7263
10398	0.00328537	875/1000	0	SC1420	AU7574
10399	0.00322742	877/1000	0	SC1420	AU7575
10400	0.00348975	868/1000	0	SC1420	AU7576
10401	0.00325637	876/1000	0	SC1420	AU7577
10402	0.00139189	944/1000	0	SC1420	AU8675
10403	0.00319852	878/1000	0	SC1420	AU8821
10404	0.00354859	866/1000	0	SC1420	AU9400
10405	0.00354859	866/1000	0	SC1420	AU9817
10406	0.00483188	824/1000	0	SC1420	HI2555
10407	0.00405685	849/1000	0	SC1420	HI2629
10408	0.0211548	472/1000	0	SC1420	HI3282
10409	0.00842259	721/1000	0	SC1420	HI3283
10410	0.00157453	937/1000	0	SC1420	HI3284
10411	0.0146108	582/1000	0	SC1420	HI3285
10412	0.00708822	757/1000	0	SC1420	HI3286
10413	0.0037263	860/1000	0	SC1420	HI3287
10414	0.00314086	880/1000	0	SC1420	HI3288
10415	0.00149601	940/1000	0	SC1420	HI3289
10416	0.00405685	849/1000	0	SC1420	AU11243
10417	0.00121124	951/1000	0	SC1420	AU1746
10418	0.000508006	979/1000	0	SC1420	AU36973
10419	0.00439372	838/1000	0	SC1420	AU6936
10420	0.00378594	858/1000	0	SC1420	HI3290
10421	0.0011856	952/1000	0	SC1420	AU1141
10422	0.0011856	952/1000	0	SC1420	AU1142
10423	0.00123693	950/1000	0	SC1420	AU1143
10424	0.00357808	865/1000	0	SC1420	AU11478
10425	0.00480022	825/1000	0	SC1420	AU11643
10426	0.00136596	945/1000	0	SC1420	AU12824
10427	0.00427048	842/1000	0	SC1420	AU1317
10428	0.00354859	866/1000	0	SC1420	AU13363
10429	0.00354859	866/1000	0	SC1420	AU13364
10430	0.000532603	978/1000	0	SC1420	AU14286
10431	0.000557238	977/1000	0	SC1420	AU15033
10432	0.00652391	773/1000	0	SC1420	AU15182
10433	0.00396608	852/1000	0	SC1420	AU1541
10434	0.00134007	946/1000	0	SC1420	AU15410
10435	0.00354859	866/1000	0	SC1420	AU15487
10436	0.00354859	866/1000	0	SC1420	AU15488
10437	0.00351914	867/1000	0	SC1420	AU1581
10438	0.00577481	795/1000	0	SC1420	AU17012
10439	4.76906e-05	998/1000	0	SC1420	AU1054
10440	0.00144387	942/1000	0	SC1420	HI2424
10441	4.76906e-05	998/1000	0	SC1421	SC1435
10442	0.00360762	864/1000	0	SC1421	AU7263
10443	0.00331442	874/1000	0	SC1421	AU7574
10444	0.00325637	876/1000	0	SC1421	AU7575
10445	0.00351914	867/1000	0	SC1421	AU7576
10446	0.00328537	875/1000	0	SC1421	AU7577
10447	0.00144387	942/1000	0	SC1421	AU8675
10448	0.00322742	877/1000	0	SC1421	AU8821
10449	0.00360762	864/1000	0	SC1421	AU9400
10450	0.00360762	864/1000	0	SC1421	AU9817
10451	0.00489536	822/1000	0	SC1421	HI2555
10452	0.00411762	847/1000	0	SC1421	HI2629
10453	0.0210864	473/1000	0	SC1421	HI3282
10454	0.0084995	719/1000	0	SC1421	HI3283
10455	0.00157453	937/1000	0	SC1421	HI3284
10456	0.0145592	583/1000	0	SC1421	HI3285
10457	0.00715996	755/1000	0	SC1421	HI3286
10458	0.00375609	859/1000	0	SC1421	HI3287
10459	0.00316966	879/1000	0	SC1421	HI3288
10460	0.00149601	940/1000	0	SC1421	HI3289
10461	0.00402654	850/1000	0	SC1421	AU11243
10462	0.00126265	949/1000	0	SC1421	AU1746
10463	0.000508006	979/1000	0	SC1421	AU36973
10464	0.00445566	836/1000	0	SC1421	AU6936
10465	0.00381583	857/1000	0	SC1421	HI3290
10466	0.0011856	952/1000	0	SC1421	AU1141
10467	0.0011856	952/1000	0	SC1421	AU1142
10468	0.00123693	950/1000	0	SC1421	AU1143
10469	0.00360762	864/1000	0	SC1421	AU11478
10470	0.00486359	823/1000	0	SC1421	AU11643
10471	0.00136596	945/1000	0	SC1421	AU12824
10472	0.00433199	840/1000	0	SC1421	AU1317
10473	0.00360762	864/1000	0	SC1421	AU13363
10474	0.00360762	864/1000	0	SC1421	AU13364
10475	0.00058191	976/1000	0	SC1421	AU14286
10476	0.00060662	975/1000	0	SC1421	AU15033
10477	0.00659353	771/1000	0	SC1421	AU15182
10478	0.00402654	850/1000	0	SC1421	AU1541
10479	0.00134007	946/1000	0	SC1421	AU15410
10480	0.00360762	864/1000	0	SC1421	AU15487
10481	0.00357808	865/1000	0	SC1421	AU15488
10482	0.00357808	865/1000	0	SC1421	AU1581
10483	0.00584167	793/1000	0	SC1421	AU17012
10484	4.76906e-05	998/1000	0	SC1421	AU1054
10485	0.00144387	942/1000	0	SC1421	HI2424
10486	0.00354859	866/1000	0	SC1435	AU7263
10487	0.00325637	876/1000	0	SC1435	AU7574
10488	0.00319852	878/1000	0	SC1435	AU7575
10489	0.0034604	869/1000	0	SC1435	AU7576
10490	0.00322742	877/1000	0	SC1435	AU7577
10491	0.00139189	944/1000	0	SC1435	AU8675
10492	0.00316966	879/1000	0	SC1435	AU8821
10493	0.00354859	866/1000	0	SC1435	AU9400
10494	0.00354859	866/1000	0	SC1435	AU9817
10495	0.00483188	824/1000	0	SC1435	HI2555
10496	0.00405685	849/1000	0	SC1435	HI2629
10497	0.0211548	472/1000	0	SC1435	HI3282
10498	0.00842259	721/1000	0	SC1435	HI3283
10499	0.00152214	939/1000	0	SC1435	HI3284
10500	0.0146108	582/1000	0	SC1435	HI3285
10501	0.00708822	757/1000	0	SC1435	HI3286
10502	0.00369655	861/1000	0	SC1435	HI3287
10503	0.0031121	881/1000	0	SC1435	HI3288
10504	0.00144387	942/1000	0	SC1435	HI3289
10505	0.00405685	849/1000	0	SC1435	AU11243
10506	0.00121124	951/1000	0	SC1435	AU1746
10507	0.000458924	981/1000	0	SC1435	AU36973
10508	0.00439372	838/1000	0	SC1435	AU6936
10509	0.00375609	859/1000	0	SC1435	HI3290
10510	0.00113443	954/1000	0	SC1435	AU1141
10511	0.00113443	954/1000	0	SC1435	AU1142
10512	0.0011856	952/1000	0	SC1435	AU1143
10513	0.00354859	866/1000	0	SC1435	AU11478
10514	0.00480022	825/1000	0	SC1435	AU11643
10515	0.00131423	947/1000	0	SC1435	AU12824
10516	0.00427048	842/1000	0	SC1435	AU1317
10517	0.00354859	866/1000	0	SC1435	AU13363
10518	0.00354859	866/1000	0	SC1435	AU13364
10519	0.000532603	978/1000	0	SC1435	AU14286
10520	0.000557238	977/1000	0	SC1435	AU15033
10521	0.00652391	773/1000	0	SC1435	AU15182
10522	0.00396608	852/1000	0	SC1435	AU1541
10523	0.00128842	948/1000	0	SC1435	AU15410
10524	0.00354859	866/1000	0	SC1435	AU15487
10525	0.00351914	867/1000	0	SC1435	AU15488
10526	0.00351914	867/1000	0	SC1435	AU1581
10527	0.00577481	795/1000	0	SC1435	AU17012
10528	0	1000/1000	0	SC1435	AU1054
10529	0.00139189	944/1000	0	SC1435	HI2424
10530	0.000508006	979/1000	0	AU7263	AU7574
10531	0.00060662	975/1000	0	AU7263	AU7575
10532	0.000680979	972/1000	0	AU7263	AU7576
10533	0.000631368	974/1000	0	AU7263	AU7577
10534	0.00476862	826/1000	0	AU7263	AU8675
10535	0.00058191	976/1000	0	AU7263	AU8821
10536	0.00028831	988/1000	0	AU7263	AU9400
10537	0.00430121	841/1000	0	AU7263	AU9817
10538	0.00411762	847/1000	0	AU7263	HI2555
10539	0.00442466	837/1000	0	AU7263	HI2629
10540	0.0204123	483/1000	0	AU7263	HI3282
10541	0.00857671	717/1000	0	AU7263	HI3283
10542	0.00381583	857/1000	0	AU7263	HI3284
10543	0.0147145	580/1000	0	AU7263	HI3285
10544	0.00708822	757/1000	0	AU7263	HI3286
10545	0.00417861	845/1000	0	AU7263	HI3287
10546	0.00366686	862/1000	0	AU7263	HI3288
10547	0.00375609	859/1000	0	AU7263	HI3289
10548	0.00495906	820/1000	0	AU7263	AU11243
10549	0.00467416	829/1000	0	AU7263	AU1746
10550	0.00384578	856/1000	0	AU7263	AU36973
10551	0.00574147	796/1000	0	AU7263	AU6936
10552	0.00427048	842/1000	0	AU7263	HI3290
10553	0.00458019	832/1000	0	AU7263	AU1141
10554	0.00461146	831/1000	0	AU7263	AU1142
10555	0.00467416	829/1000	0	AU7263	AU1143
10556	0.000264084	989/1000	0	AU7263	AU11478
10557	0.00564181	799/1000	0	AU7263	AU11643
10558	0.00476862	826/1000	0	AU7263	AU12824
10559	0.00502299	818/1000	0	AU7263	AU1317
10560	0.000264084	989/1000	0	AU7263	AU13363
10561	0.000264084	989/1000	0	AU7263	AU13364
10562	0.00387578	855/1000	0	AU7263	AU14286
10563	0.00393593	853/1000	0	AU7263	AU15033
10564	0.00641996	776/1000	0	AU7263	AU15182
10565	0.00436283	839/1000	0	AU7263	AU1541
10566	0.00476862	826/1000	0	AU7263	AU15410
10567	0.000239895	990/1000	0	AU7263	AU15487
10568	0.000215742	991/1000	0	AU7263	AU15488
10569	0.000239895	990/1000	0	AU7263	AU1581
10570	0.00597612	789/1000	0	AU7263	AU17012
10571	0.00354859	866/1000	0	AU7263	AU1054
10572	0.00343111	870/1000	0	AU7263	HI2424
10573	0.000239895	990/1000	0	AU7574	AU7575
10574	0.000312573	987/1000	0	AU7574	AU7576
10575	0.000264084	989/1000	0	AU7574	AU7577
10576	0.00451781	834/1000	0	AU7574	AU8675
10577	0.000215742	991/1000	0	AU7574	AU8821
10578	0.000458924	981/1000	0	AU7574	AU9400
10579	0.00396608	852/1000	0	AU7574	AU9817
10580	0.00433199	840/1000	0	AU7574	HI2555
10581	0.00408721	848/1000	0	AU7574	HI2629
10582	0.0200167	489/1000	0	AU7574	HI3282
10583	0.00834599	723/1000	0	AU7574	HI3283
10584	0.0034604	869/1000	0	AU7574	HI3284
10585	0.0142518	589/1000	0	AU7574	HI3285
10586	0.00673355	767/1000	0	AU7574	HI3286
10587	0.00387578	855/1000	0	AU7574	HI3287
10588	0.00331442	874/1000	0	AU7574	HI3288
10589	0.00340187	871/1000	0	AU7574	HI3289
10590	0.00461146	831/1000	0	AU7574	AU11243
10591	0.00436283	839/1000	0	AU7574	AU1746
10592	0.00351914	867/1000	0	AU7574	AU36973
10593	0.00537869	807/1000	0	AU7574	AU6936
10594	0.00396608	852/1000	0	AU7574	HI3290
10595	0.00427048	842/1000	0	AU7574	AU1141
10596	0.00430121	841/1000	0	AU7574	AU1142
10597	0.00436283	839/1000	0	AU7574	AU1143
10598	0.000409992	983/1000	0	AU7574	AU11478
10599	0.00531349	809/1000	0	AU7574	AU11643
10600	0.00451781	834/1000	0	AU7574	AU12824
10601	0.00473708	827/1000	0	AU7574	AU1317
10602	0.000434439	982/1000	0	AU7574	AU13363
10603	0.000458924	981/1000	0	AU7574	AU13364
10604	0.00357808	865/1000	0	AU7574	AU14286
10605	0.00366686	862/1000	0	AU7574	AU15033
10606	0.00607761	786/1000	0	AU7574	AU15182
10607	0.00396608	852/1000	0	AU7574	AU1541
10608	0.00451781	834/1000	0	AU7574	AU15410
10609	0.000361208	985/1000	0	AU7574	AU15487
10610	0.000361208	985/1000	0	AU7574	AU15488
10611	0.000434439	982/1000	0	AU7574	AU1581
10612	0.00564181	799/1000	0	AU7574	AU17012
10613	0.00325637	876/1000	0	AU7574	AU1054
10614	0.00308338	882/1000	0	AU7574	HI2424
10615	0.000409992	983/1000	0	AU7575	AU7576
10616	0.000215742	991/1000	0	AU7575	AU7577
10617	0.00448671	835/1000	0	AU7575	AU8675
10618	0.000167546	993/1000	0	AU7575	AU8821
10619	0.000557238	977/1000	0	AU7575	AU9400
10620	0.00393593	853/1000	0	AU7575	AU9817
10621	0.00430121	841/1000	0	AU7575	HI2555
10622	0.00402654	850/1000	0	AU7575	HI2629
10623	0.0200167	489/1000	0	AU7575	HI3282
10624	0.00826969	725/1000	0	AU7575	HI3283
10625	0.00343111	870/1000	0	AU7575	HI3284
10626	0.0142518	589/1000	0	AU7575	HI3285
10627	0.00666341	769/1000	0	AU7575	HI3286
10628	0.00381583	857/1000	0	AU7575	HI3287
10629	0.00328537	875/1000	0	AU7575	HI3288
10630	0.00337267	872/1000	0	AU7575	HI3289
10631	0.00454897	833/1000	0	AU7575	AU11243
10632	0.00430121	841/1000	0	AU7575	AU1746
10633	0.0034604	869/1000	0	AU7575	AU36973
10634	0.00534606	808/1000	0	AU7575	AU6936
10635	0.00396608	852/1000	0	AU7575	HI3290
10636	0.00420918	844/1000	0	AU7575	AU1141
10637	0.0042398	843/1000	0	AU7575	AU1142
10638	0.00430121	841/1000	0	AU7575	AU1143
10639	0.000508006	979/1000	0	AU7575	AU11478
10640	0.00531349	809/1000	0	AU7575	AU11643
10641	0.00445566	836/1000	0	AU7575	AU12824
10642	0.00467416	829/1000	0	AU7575	AU1317
10643	0.000532603	978/1000	0	AU7575	AU13363
10644	0.000532603	978/1000	0	AU7575	AU13364
10645	0.00351914	867/1000	0	AU7575	AU14286
10646	0.00360762	864/1000	0	AU7575	AU15033
10647	0.00600989	788/1000	0	AU7575	AU15182
10648	0.00393593	853/1000	0	AU7575	AU1541
10649	0.00448671	835/1000	0	AU7575	AU15410
10650	0.000508006	979/1000	0	AU7575	AU15487
10651	0.000458924	981/1000	0	AU7575	AU15488
10652	0.000532603	978/1000	0	AU7575	AU1581
10653	0.00560872	800/1000	0	AU7575	AU17012
10654	0.00319852	878/1000	0	AU7575	AU1054
10655	0.00305472	883/1000	0	AU7575	HI2424
10656	0.000434439	982/1000	0	AU7576	AU7577
10657	0.00473708	827/1000	0	AU7576	AU8675
10658	0.000385581	984/1000	0	AU7576	AU8821
10659	0.000656154	973/1000	0	AU7576	AU9400
10660	0.00414809	846/1000	0	AU7576	AU9817
10661	0.00451781	834/1000	0	AU7576	HI2555
10662	0.00427048	842/1000	0	AU7576	HI2629
10663	0.0202797	485/1000	0	AU7576	HI3282
10664	0.00857671	717/1000	0	AU7576	HI3283
10665	0.00363721	863/1000	0	AU7576	HI3284
10666	0.0145592	583/1000	0	AU7576	HI3285
10667	0.00694555	761/1000	0	AU7576	HI3286
10668	0.00405685	849/1000	0	AU7576	HI3287
10669	0.00348975	868/1000	0	AU7576	HI3288
10670	0.00357808	865/1000	0	AU7576	HI3289
10671	0.00480022	825/1000	0	AU7576	AU11243
10672	0.00458019	832/1000	0	AU7576	AU1746
10673	0.0037263	860/1000	0	AU7576	AU36973
10674	0.00557568	801/1000	0	AU7576	AU6936
10675	0.00414809	846/1000	0	AU7576	HI3290
10676	0.00448671	835/1000	0	AU7576	AU1141
10677	0.00451781	834/1000	0	AU7576	AU1142
10678	0.00458019	832/1000	0	AU7576	AU1143
10679	0.00058191	976/1000	0	AU7576	AU11478
10680	0.0055427	802/1000	0	AU7576	AU11643
10681	0.00470559	828/1000	0	AU7576	AU12824
10682	0.00492718	821/1000	0	AU7576	AU1317
10683	0.00060662	975/1000	0	AU7576	AU13363
10684	0.000631368	974/1000	0	AU7576	AU13364
10685	0.00375609	859/1000	0	AU7576	AU14286
10686	0.00384578	856/1000	0	AU7576	AU15033
10687	0.00621379	782/1000	0	AU7576	AU15182
10688	0.00414809	846/1000	0	AU7576	AU1541
10689	0.00473708	827/1000	0	AU7576	AU15410
10690	0.00058191	976/1000	0	AU7576	AU15487
10691	0.000557238	977/1000	0	AU7576	AU15488
